metadata.recordID,country.ID,country.name,location.admin.hierarchy,state.ID,state.name,district.ID,district.name,subdistrict.ID,subdistrict.name,location.admin4.ID,location.admin4.name,village.ID,village.name,population.cattle,population.buffalo,population.sheep,population.goat,population.pig,population.poultry
698afb6e-efb6-4fca-95cd-9986b7bb57e5,country_IN,INDIA,REVENUE,state_29,KARNATAKA,district_524,BAGALKOTE,subdistrict_5445,MUDHOL,,,village_598585,BARAGI,450,573,1388,796,0,234
753a096b-f668-486e-b6f0-b261bd74b830,country_IN,INDIA,REVENUE,state_29,KARNATAKA,district_524,BAGALKOTE,subdistrict_5445,MUDHOL,,,village_598586,MARIKATTI,226,279,153,176,0,30
6cdaa3ec-2a1c-4a66-b8ce-185c6357d1d4,country_IN,INDIA,REVENUE,state_29,KARNATAKA,district_524,BAGALKOTE,subdistrict_5445,MUDHOL,,,village_598587,VAJJARAMATTI,551,510,1274,672,0,1210
9584ed2e-9848-4ce6-872f-f574bb02a038,country_IN,INDIA,REVENUE,state_29,KARNATAKA,district_524,BAGALKOTE,subdistrict_5445,MUDHOL,,,village_598588,ALAGUNDI B K,914,989,960,1372,0,10872
13c1b6b7-5979-4d46-9b24-3cc34b5db959,country_IN,INDIA,REVENUE,state_29,KARNATAKA,district_524,BAGALKOTE,subdistrict_5445,MUDHOL,,,village_598589,BUDNI B K,376,415,295,506,0,386
94ee8bb8-c62c-4bf8-a46f-aeb08ae13a7d,country_IN,INDIA,REVENUE,state_29,KARNATAKA,district_524,BAGALKOTE,subdistrict_5445,MUDHOL,,,village_598590,MACHAKNUR,690,985,89,968,0,809
d5b8702e-bbb4-4b7e-846e-b3cff53a1a97,country_IN,INDIA,REVENUE,state_29,KARNATAKA,district_524,BAGALKOTE,subdistrict_5445,MUDHOL,,,village_598591,BUDNI KHURD,230,259,201,253,0,797
00ffd09d-7350-40d3-a84d-1e8f8c017159,country_IN,INDIA,REVENUE,state_29,KARNATAKA,district_524,BAGALKOTE,subdistrict_5445,MUDHOL,,,village_598592,BIDRI,323,527,600,376,0,61
f7dd3b28-5e86-4318-90a5-45fbd9ba0e0d,country_IN,INDIA,REVENUE,state_29,KARNATAKA,district_524,BAGALKOTE,subdistrict_5445,MUDHOL,,,village_598593,ANTAPUR,295,318,401,225,0,12
85519af2-97b0-4373-8e70-26e06b9f713b,country_IN,INDIA,REVENUE,state_29,KARNATAKA,district_524,BAGALKOTE,subdistrict_5445,MUDHOL,,,village_598594,JAMBGI K D,272,483,122,135,0,10
4f73707d-45e6-4225-9e85-94fdc039be17,country_IN,INDIA,REVENUE,state_29,KARNATAKA,district_524,BAGALKOTE,subdistrict_5445,MUDHOL,,,village_598595,KASBA JAMBGI B K,418,552,164,429,0,96
92087c62-aeff-4139-95c7-8fb497fcd897,country_IN,INDIA,REVENUE,state_29,KARNATAKA,district_524,BAGALKOTE,subdistrict_5445,MUDHOL,,,village_598596,MUDDAPUR,285,262,736,367,0,14852
1ee20826-ad90-419c-82d8-f734ea509b45,country_IN,INDIA,REVENUE,state_29,KARNATAKA,district_524,BAGALKOTE,subdistrict_5445,MUDHOL,,,village_598597,PETLUR,584,337,5115,1561,0,1727
661faeca-915f-49e9-a0aa-4bcbba37a0b6,country_IN,INDIA,REVENUE,state_29,KARNATAKA,district_524,BAGALKOTE,subdistrict_5445,MUDHOL,,,village_598598,NINGAPUR,327,443,944,569,0,306
3dd09bc2-6738-4f47-b88b-11c7a1f071c8,country_IN,INDIA,REVENUE,state_29,KARNATAKA,district_524,BAGALKOTE,subdistrict_5445,MUDHOL,,,village_598599,HALAKI,457,518,1572,606,0,255
dd03188b-af2d-4ea2-bbe1-8659781d2f3c,country_IN,INDIA,REVENUE,state_29,KARNATAKA,district_524,BAGALKOTE,subdistrict_5445,MUDHOL,,,village_598600,BOMMANBUDNI,141,115,413,92,0,65
64ec9e73-a091-4185-8259-80e5d9739a27,country_IN,INDIA,REVENUE,state_29,KARNATAKA,district_524,BAGALKOTE,subdistrict_5445,MUDHOL,,,village_598601,TIMMAPUR,131,265,94,165,0,32
d232af96-ad65-4421-8153-c4fb3fd427ac,country_IN,INDIA,REVENUE,state_29,KARNATAKA,district_524,BAGALKOTE,subdistrict_5445,MUDHOL,,,village_598602,HEBBAL,603,643,1063,821,0,0
4a2a3071-e28c-4fa3-b3a6-43b195fd913b,country_IN,INDIA,REVENUE,state_29,KARNATAKA,district_524,BAGALKOTE,subdistrict_5445,MUDHOL,,,village_598603,CHITRABANUKOTI,289,286,731,562,0,644
